"Name","Pos","Year","Tackles","TFL","Sacks","Int","PBU","FF","FR","College","teamTacklePerc","Height","Weight"
"Taj Letman","S","SR",61.5,3.5,0,3,7,1,0,"marshall",8,74,185
"Corey Tindal","DB","JR",53,4,3,2,13,1,0,"marshall",6.9,70,182
"Gary Thompson","DL","JR",44,12.5,9,0,4,5,0,"marshall",5.7,73,252
"D.J. Hunter","LB","SR",44,5,3,0,0,3,0,"marshall",5.7,72,211
"Ryan Bee","DL","FR",37,8.5,4,0,2,0,0,"marshall",4.8,79,263
"Devontre'a Tyler","LB","JR",35.5,2.5,1,0,0,0,0,"marshall",4.6,74,240
"Antavis Rowe","DB","SO",32.5,2.5,0,1,6,1,0,"marshall",4.2,71,167
"Kendall Gant","S","SO",29.5,0,0,2,1,0,0,"marshall",3.8,75,198
"Jarquez Samuel","DL","SR",29,7,1,0,4,0,1,"marshall",3.8,76,287
"Blake Keller","DL","SO",25.5,5.5,0.5,0,0,1,0,"marshall",3.3,74,234
"Shawn Petty","LB","JR",24,4.5,1.5,0,4,1,0,"marshall",3.1,74,241
"Rodney Allen","DB","SO",24,1,0,3,3,0,1,"marshall",3.1,71,180
"Steve Dillon","DL","SR",19.5,3.5,1,0,1,1,0,"marshall",2.5,76,286
"Keith Baxter","DB","SR",18,1,1,1,5,0,0,"marshall",2.3,72,193
"Ricardo Williams","DL","SR",16.5,2.5,2,0,0,0,0,"marshall",2.1,77,268
"Armonze Daniel","DL","SR",16,2,1,0,1,0,0,"marshall",2.1,76,244
"Raheim Huskey","LB","SO",15.5,2.5,0,0,1,0,0,"marshall",2,74,211
"Nyquan Harris","DL","FR",15.5,1.5,1,0,0,0,0,"marshall",2,74,293
"Joe Massaquoi","DL","JR",13.5,1,0,0,0,0,0,"marshall",1.8,77,251
"Chase Hancock","S","FR",11.5,0,0,0,1,0,0,"marshall",1.5,74,207
"Frankie Hernandez","LB","FR",10.5,1,0,0,0,0,0,"marshall",1.4,74,201
"Cody Carter","DB","JR",9,0,0,0,0,1,0,"marshall",1.2,70,178
"Jason Smith","DL","FR",7,2.5,0,0,1,0,0,"marshall",0.9,75,296
"Jermaine Carter, Jr.","LB","SO",84.5,14,0,0,3,0,0,"maryland",11.9,72,240
"Sean Davis","DB","SR",79,5.5,1,3,3,5,0,"maryland",11.1,73,202
"Anthony Nixon","DB","SR",68.5,4.5,0,3,4,1,0,"maryland",9.6,73,205
"A.J. Hendy","DB","SR",62,1,0,0,4,0,0,"maryland",8.7,72,208
"Jalen Brooks","LB","SO",48,1,0,2,1,1,0,"maryland",6.8,73,232
"William Likely","DB","JR",39.5,4,0,0,11,3,0,"maryland",5.6,67,175
"Yannick Ngakoue","DL","JR",31.5,14.5,13,0,1,1,0,"maryland",4.4,74,255
"Quinton Jefferson","DL","JR",31,12.5,6.5,1,1,1,0,"maryland",4.4,75,289
"Avery Thompson","LB","SR",30,0.5,0,0,2,0,0,"maryland",4.2,74,228
"Roman Braglio","DL","JR",27.5,5.5,3,0,1,1,1,"maryland",3.9,74,262
"Azubuike Ukandu","DL","JR",19.5,7,3,0,0,1,0,"maryland",2.7,72,307
"Jesse Aniebonam","DL","SO",18.5,6.5,3.5,0,1,0,0,"maryland",2.6,75,260
"Jefferson Ashiru","LB","SR",18,1,1,0,0,0,0,"maryland",2.5,73,235
"Brett Zanotto","ILB","FR",18,1,0.5,0,0,0,0,"maryland",2.5,70,220
"Alvin Hill","DB","SR",15.5,0,0,0,2,0,0,"maryland",2.2,72,200
"Denzel Conyers","DB","JR",12,2,1,0,3,1,0,"maryland",1.7,75,212
"Kingsley Opara","DL","SO",12,0.5,0.5,0,0,0,0,"maryland",1.7,75,305
"Darnell Savage, Jr.","DB","FR",11.5,0,0,0,0,0,0,"maryland",1.6,70,192
"Jarrett Ross","DB","JR",9.5,0,0,0,0,0,0,"maryland",1.3,69,198
"Tyler Burke","LB","FR",7,1,0,0,0,1,0,"maryland",1,75,245
"Chandler Burkett","DL","SO",6,2.5,1,0,0,0,0,"maryland",0.8,75,240
"Cavon Walker","DL","JR",6,0,0,0,1,0,0,"maryland",0.8,74,260
"David Shaw","DL","SO",5,0.5,0,0,0,0,0,"maryland",0.7,76,307
"Daniel Ezeagwu","DB","SO",5,0,0,0,0,0,0,"maryland",0.7,72,207
"Mbi Tanyi","OLB","FR",4,0,0,0,0,0,0,"maryland",0.6,73,280
"Quentin Poling","LB","SO",58,10.5,4,4,2,2,0,"ohio",8.3,72,219
"Blair Brown","LB","JR",51,4.5,0,0,0,0,0,"ohio",7.3,72,230
"Devin Jones","S","SR",51,3,0,0,9,1,0,"ohio",7.3,73,202
"Toran Davis","S","JR",45.5,0,0,0,2,1,0,"ohio",6.5,72,206
"Kurt Laseak","DL","JR",44,7,3.5,0,0,1,0,"ohio",6.3,76,236
"Chad Moore","LB","SO",43.5,4,1.5,0,3,1,0,"ohio",6.3,72,193
"Brett Layton","CB","SR",35,0.5,0,0,10,0,0,"ohio",5,71,180
"Jovon Johnson","LB","SR",33,5.5,1.5,3,2,1,1,"ohio",4.7,72,215
"Tarell Basham","DL","JR",31.5,10,5.5,0,1,2,0,"ohio",4.5,76,250
"Ian Wells","CB","SR",30.5,1,0,2,9,0,0,"ohio",4.4,71,202
"Nathan Carpenter","S","SR",25,0.5,0,2,1,0,1,"ohio",3.6,69,201
"Bryan DiCillo","LB","FR",24.5,0.5,0,0,0,0,0,"ohio",3.5,74,212
"Devin Bass","CB","SR",22,0,0,0,2,0,0,"ohio",3.2,69,190
"Brandon Purdum","DL","SR",18.5,1.5,1.5,0,1,0,0,"ohio",2.7,75,270
"Travis Daugherty","LB","SO",18,2,1,0,1,1,0,"ohio",2.6,73,202
"Casey Sayles","DL","JR",17.5,6,2.5,0,3,0,0,"ohio",2.5,75,268
"Trent Smart","DL","SO",12,1.5,1,0,0,0,0,"ohio",1.7,75,249
"Watson Tautuiaki","DL","SR",10,3,0,0,0,0,0,"ohio",1.4,74,304
"Langston Provitt","DB","FR",10,0,0,1,1,1,0,"ohio",1.4,71,180
"Tony Porter","DL","SO",10,0,0,0,1,0,0,"ohio",1.4,73,289
"Aaron Macer","S","SR",8.5,1,0,0,2,0,0,"ohio",1.2,72,192
"Cleon Aloese","DL","SO",8.5,0.5,0,0,0,1,0,"ohio",1.2,72,297
"Marcus Collins","LB","SR",8.5,0,0,0,0,0,0,"ohio",1.2,72,222
"Cody Grilliot","LB","SO",8,0,0,0,0,1,0,"ohio",1.2,72,214
"Mike Terpin","CB","SR",6.5,0,0,0,0,0,0,"ohio",0.9,70,165
"Steven Daniels","LB","SR",66.5,16,6,1,2,0,0,"boston-college",11.1,72,257
"Connor Strachan","LB","SO",61.5,12.5,2,2,1,0,0,"boston-college",10.3,74,230
"Justin Simmons","DB","SR",58,1,0,5,2,2,0,"boston-college",9.7,75,201
"Matt Milano","LB","JR",54,17.5,6.5,0,3,2,1,"boston-college",9,73,218
"John Johnson","DB","JR",54,1.5,0.5,3,3,2,0,"boston-college",9,72,198
"Harold Landry","DL","SO",48.5,14.5,4.5,0,0,3,1,"boston-college",8.1,75,245
"Mehdi Abdesmad","DL","SR",42,15,5.5,0,0,0,0,"boston-college",7,79,286
"Connor Wujciak","DL","SR",27.5,11,4.5,0,0,1,0,"boston-college",4.6,75,300
"Gabriel McClary","DB","SO",25.5,1,1,0,2,2,0,"boston-college",4.3,75,204
"Kamrin Moore","DB","SO",23,2,0,0,4,0,0,"boston-college",3.8,71,192
"Truman Gutapfel","DL","JR",20,7.5,2,0,1,0,0,"boston-college",3.3,75,281
"William Harris","DB","FR",18.5,0,0,1,1,1,0,"boston-college",3.1,74,193
"Kevin Kavalec","DE","JR",16.5,8,1,0,0,0,0,"boston-college",2.8,74,253
"Isaac Yiadom","DB","SO",16.5,0,0,1,4,0,0,"boston-college",2.8,73,184
"Ty Schwab","LB","SO",12.5,2,0,0,1,0,0,"boston-college",2.1,73,222
"Taj-Amir Torres","DB","FR",9.5,0,0,0,2,0,0,"boston-college",1.6,70,170
"Atem Ntantang","DB","SO",5,0,0,0,0,0,0,"boston-college",0.8,71,193
"Ray Smith","DT","FR",4.5,1,0,0,0,0,0,"boston-college",0.8,73,264
"Mike Strizak","LB","JR",4.5,0,0,0,1,0,0,"boston-college",0.8,74,239
"Tyler Rouse","RB","JR",4,0,0,0,0,0,0,"boston-college",0.7,68,194
"Wyatt Ray","DE","FR",3.5,1.5,0.5,0,1,0,0,"boston-college",0.6,75,230
"Kevin Bletzer","LB","FR",3,0,0,0,0,1,0,"boston-college",0.5,74,217
"Evan Kelly","DL","SR",3,0,0,0,0,0,0,"boston-college",0.5,73,285
"Colton Cardinal","LB","FR",2,2,0,0,0,0,0,"boston-college",0.3,75,230
"Leonard Skubal","LS","JR",2,0,0,0,0,0,0,"boston-college",0.3,70,193
"P.J. Davis","LB","JR",61,6.5,2,0,0,1,0,"georgia-tech",10.4,71,229
"Jamal Golden","DB","SR",54.5,2,0,1,4,0,0,"georgia-tech",9.3,72,195
"Demond Smith","DB","SR",43,2.5,0,0,1,0,0,"georgia-tech",7.3,72,195
"Tyler Marcordes","LB","SR",42.5,6.5,2,0,0,2,0,"georgia-tech",7.2,76,237
"D.J. White","DB","SR",38.5,0,0,2,8,1,0,"georgia-tech",6.6,71,185
"KeShun Freeman","DE","SO",33.5,4,2,0,1,1,0,"georgia-tech",5.7,73,240
"Lawrence Austin","DB","SO",32,1.5,0,1,2,0,0,"georgia-tech",5.4,69,185
"Brant Mitchell","LB","FR",30.5,2.5,1,2,0,0,0,"georgia-tech",5.2,74,235
"Patrick Gamble","DL","JR",28.5,2.5,1,0,2,0,0,"georgia-tech",4.9,77,282
"Chris Milton","DB","SR",27.5,1,0,1,6,0,0,"georgia-tech",4.7,71,190
"Adam Gotsis","DL","SR",25.5,5,3,0,0,0,1,"georgia-tech",4.3,77,282
"A.J. Gray","DB","FR",18,0,0,1,0,0,0,"georgia-tech",3.1,73,212
"Corey Griffin","DB","SO",18,0,0,0,0,0,0,"georgia-tech",3.1,74,195
"Domonique Noble","LB","SR",15,0.5,0,0,0,0,0,"georgia-tech",2.6,74,230
"Francis Kallon","DL","JR",12,0,0,0,0,1,0,"georgia-tech",2,77,284
"Antonio Simmons","DL","SO",10.5,3,1,0,1,1,0,"georgia-tech",1.8,75,235
"Rod Rook-Chungong","DE","JR",10.5,2,0,1,1,0,0,"georgia-tech",1.8,75,241
"Jabari Hunt","DL","SR",10.5,1,0,0,0,0,0,"georgia-tech",1.8,75,292
"Chase Alford","LB","JR",8,0,0,0,0,0,0,"georgia-tech",1.4,73,227
"Victor Alexander","LB","FR",7.5,1,0,0,0,0,0,"georgia-tech",1.3,70,228
"Kyle Cerge-Henderson","DL","FR",7.5,0.5,0,0,0,0,0,"georgia-tech",1.3,73,290
"Lynn Griffin","DB","JR",7,1,0,0,0,0,0,"georgia-tech",1.2,72,197
"Step Durham","DB","SO",7,0,0,0,0,0,0,"georgia-tech",1.2,71,187
"Anree Saint-Amour","DL","FR",6.5,2,1,0,0,0,0,"georgia-tech",1.1,75,240
"Terrell Lewis","LB","SO",6.5,0,0,0,0,0,0,"georgia-tech",1.1,74,227
"Boomer Mays","LB","SR",93.5,5,0.5,1,4,1,0,"northern-illinois",10.6,72,244
"Marlon Moore","S","SR",86,1.5,0,2,7,2,0,"northern-illinois",9.7,69,197
"Brandon Mayes","S","SO",74,1,0,3,4,0,0,"northern-illinois",8.4,71,193
"Sean Folliard","LB","JR",66.5,8.5,1,1,4,1,0,"northern-illinois",7.5,74,231
"Renard Cheren","LB","FR",51.5,5.5,1.5,0,1,0,0,"northern-illinois",5.8,72,224
"Bobby Jones IV","LB","SO",46,4,2,0,1,0,0,"northern-illinois",5.2,72,222
"Paris Logan","CB","SR",45,2,0,1,11,0,0,"northern-illinois",5.1,69,195
"Shawun Lurry","CB","SO",39,0.5,0,9,15,0,0,"northern-illinois",4.4,68,178
"Jamaal Payton","LB","JR",34,4.5,1,0,1,0,0,"northern-illinois",3.8,72,226
"Perez Ford","DE","SR",33,6.5,5,0,0,1,0,"northern-illinois",3.7,72,227
"Albert Smalls","CB","SO",33,0,0,1,10,0,0,"northern-illinois",3.7,73,197
"Cameron Clinton-Earl","DE","SR",30,7,3,0,1,0,0,"northern-illinois",3.4,73,258
"Ladell Fleming","DE","JR",24.5,5,3,0,0,1,0,"northern-illinois",2.8,72,236
"Jawuan Johnson","S","FR",24,2.5,1,1,0,0,0,"northern-illinois",2.7,71,209
"Corey Thomas","DT","JR",19,1.5,0,0,0,0,0,"northern-illinois",2.1,74,306
"William Lee","DT","SO",18.5,1,1,0,0,0,0,"northern-illinois",2.1,74,304
"Ben Compton","DE","SR",18,5,3,0,0,0,0,"northern-illinois",2,76,278
"Mycial Allen","S","SO",17,1,0,2,0,0,0,"northern-illinois",1.9,71,198
"Anthony Brooks","CB","JR",14,0,0,0,4,0,0,"northern-illinois",1.6,71,191
"Mario Jones","DT","JR",13.5,1.5,0.5,0,1,0,0,"northern-illinois",1.5,72,286
"Ruben Dunbar","DE","JR",12.5,1,0,0,0,0,0,"northern-illinois",1.4,75,270
"Alex Schwab","LB","SO",9.5,1,0,0,0,0,0,"northern-illinois",1.1,73,223
"Josh Corcoran","LB","FR",9.5,0,0,0,0,0,0,"northern-illinois",1.1,75,221
"Austin Smaha","DE","JR",7.5,2,1,0,0,0,0,"northern-illinois",0.8,73,232
"Clayton Glasper","WR","JR",6.5,0,0,0,0,0,0,"northern-illinois",0.7,76,228
"Brian Peavy","DB","FR",68,3.5,1,2,10,1,0,"iowa-state",9.5,69,184
"Qujuan Floyd","DB","SR",65,0.5,0.5,1,2,0,0,"iowa-state",9.1,72,202
"Jordan Harris","LB","JR",53,5,1,1,0,0,0,"iowa-state",7.4,72,233
"Willie Harvey","LB","FR",45,3,2,0,1,0,0,"iowa-state",6.3,72,222
"Jarnor Jones","LB","JR",38,7,2,0,6,0,0,"iowa-state",5.3,75,209
"Levi Peters","LB","JR",37,6,4,0,0,3,0,"iowa-state",5.2,71,218
"Brian Mills","LB","SO",34.5,3,0,0,0,1,0,"iowa-state",4.8,70,226
"Jomal Wiltz","DB","JR",34.5,0,0,0,8,0,0,"iowa-state",4.8,70,174
"Kamari Cotton-Moya","DB","SO",33,2.5,0,0,1,0,0,"iowa-state",4.6,73,197
"Nigel Tribune","DB","JR",33,1,0,0,7,2,0,"iowa-state",4.6,71,184
"Dale Pierson","DE","SR",31.5,12.5,8.5,1,2,1,0,"iowa-state",4.4,74,249
"Darian Cotton","DB","SR",30,2.5,0,0,2,2,0,"iowa-state",4.2,71,200
"Reggan Northrup","LB","FR",24,2.5,1,0,0,0,0,"iowa-state",3.4,73,191
"Demond Tucker","DL","JR",23,13,6,0,0,1,0,"iowa-state",3.2,72,296
"Kane Seeley","LB","JR",17.5,0,0,0,0,1,0,"iowa-state",2.5,74,239
"J.D. Waggoner","DE","SO",17,3,1,0,1,0,0,"iowa-state",2.4,75,250
"Luke Knott","LB","JR",16.5,3,1,0,0,0,0,"iowa-state",2.3,73,215
"Pierre Aka","DL","JR",15,0.5,0,0,0,0,0,"iowa-state",2.1,76,293
"Sam Richardson","DB","SR",13,0,0,0,0,0,0,"iowa-state",1.8,68,182
"Jhaustin Thomas","DE","JR",12,2.5,1,0,0,0,0,"iowa-state",1.7,78,265
"Josh Jahlas","LB","JR",10.5,0,0,0,0,0,0,"iowa-state",1.5,74,204
"Trent Taylor","DE","SR",8.5,3,1,0,0,0,0,"iowa-state",1.2,74,267
"Darius White","DE","JR",7,0,0,0,0,0,0,"iowa-state",1,73,251
"Vernell Trent","DL","SO",5,0,0,0,0,1,0,"iowa-state",0.7,75,280
"Kenneth Lynn","WR","SR",5,0,0,0,0,0,0,"iowa-state",0.7,70,172
"Zaire Franklin","LB","SO",70,11,3,1,1,2,0,"syracuse",10.6,72,230
"Antwan Cordy","S","SO",59,12,2,2,2,1,1,"syracuse",9,68,175
"Cordell Hudson","CB","FR",38.5,2,0,2,3,0,0,"syracuse",5.9,71,182
"Parris Bennett","LB","SO",38,3.5,0,1,0,0,0,"syracuse",5.8,72,216
"Chauncey Scissum","S","SO",35,0.5,0,0,1,0,0,"syracuse",5.3,74,207
"Juwan Dowels","CB","FR",34.5,1.5,0,1,5,0,0,"syracuse",5.2,70,177
"Ron Thompson","DE","JR",32.5,9.5,7,0,4,4,0,"syracuse",4.9,75,255
"Marqez Hodge","LB","JR",32,1,0,0,0,0,0,"syracuse",4.9,71,221
"Donnie Simmons","DE","SR",30,5,1,1,1,2,0,"syracuse",4.6,74,264
"Jonathan Thomas","LB","SO",29.5,1.5,0,0,0,0,0,"syracuse",4.5,73,214
"Corey Winfield","CB","SO",28,2,2,2,3,1,0,"syracuse",4.3,73,181
"Kielan Whitner","S","FR",28,0.5,0,0,1,1,0,"syracuse",4.3,72,196
"Ted Taylor","LB","JR",25,5,2,0,0,0,0,"syracuse",3.8,73,193
"Julian Whigham","CB","SR",19,0.5,0,0,3,0,0,"syracuse",2.9,73,200
"Chris Slayton","DT","FR",18,6,1,0,1,1,0,"syracuse",2.7,76,288
"John Raymon","DT","SR",17,3,0,0,0,0,0,"syracuse",2.6,77,308
"Steven Clark","NT","FR",16.5,1.5,0,0,1,0,0,"syracuse",2.5,74,303
"Luke Arciniega","DE","JR",15,5.5,4,0,0,1,0,"syracuse",2.3,76,243
"Rodney Williams","S","FR",15,0,0,0,0,0,0,"syracuse",2.3,70,196
"Wayne Morgan","CB","JR",14,0.5,0,0,2,0,0,"syracuse",2.1,71,190
"Kayton Samuels","NT","FR",11.5,2.5,0,0,0,0,0,"syracuse",1.7,72,300
"Daivon Ellison","S","FR",6,0,0,0,1,1,0,"syracuse",0.9,68,168
"Kenterius Womack","WR","FR",6,0,0,0,0,0,0,"syracuse",0.9,73,170
"Oliver Vigille","LB","SR",4.5,0.5,0,0,0,0,1,"syracuse",0.7,74,235
"Rony Charles","NT","SR",4,2,1,0,0,0,0,"syracuse",0.6,74,312
"Peter Jinkens","LB","SR",60.5,9.5,6.5,0,0,0,0,"texas",8.2,72,230
"Duke Thomas","CB","SR",50,3,0,1,5,0,0,"texas",6.7,70,178
"Malik Jefferson","LB","FR",49,7,2.5,0,3,1,1,"texas",6.6,75,232
"Naashon Hughes","DE","SO",48.5,9,5.5,0,1,1,0,"texas",6.5,76,232
"Holton Hill","DB","FR",43,1,0,1,4,0,0,"texas",5.8,74,179
"Dylan Haines","S","JR",42,3,1,5,3,0,0,"texas",5.7,73,193
"Jason Hall","S","SO",42,0.5,0,2,2,1,0,"texas",5.7,74,209
"Davante Davis","CB","FR",32.5,1,0,1,7,0,0,"texas",4.4,74,191
"Paul Boyette Jr.","DT","JR",31.5,8,3,0,2,0,0,"texas",4.3,74,303
"Poona Ford","DT","SO",30.5,6,2.5,0,1,1,0,"texas",4.1,71,291
"Hassan Ridgeway","DT","JR",30,6.5,3.5,0,0,0,2,"texas",4,75,314
"Anthony Wheeler","LB","FR",29,1,0,0,1,0,0,"texas",3.9,74,209
"John Bonney","CB","FR",26.5,2,1,0,1,1,0,"texas",3.6,72,188
"Desmond Jackson","DT","SR",25,2.5,1.5,0,0,0,1,"texas",3.4,73,300
"Shiro Davis","DE","SR",23.5,5.5,2,0,0,2,0,"texas",3.2,75,256
"Timothy Cole","LB","JR",23.5,1,1,0,0,0,0,"texas",3.2,73,235
"Bryce Cottrell","DE","JR",21.5,6.5,4,0,1,0,0,"texas",2.9,74,253
"Charles Omenihu","DE","FR",16,1,0,0,0,1,0,"texas",2.2,77,236
"Breckyn Hager","LB","FR",14.5,0,0,1,0,0,0,"texas",2,75,224
"Kris Boyd","CB","FR",12.5,0,0,0,0,1,0,"texas",1.7,72,188
"P.J. Locke III","S","FR",12,1,0,0,1,1,0,"texas",1.6,70,191
"DeShon Elliott","S","FR",12,0,0,2,1,1,0,"texas",1.6,73,205
"Kevin Vaccaro","S","JR",12,0,0,0,1,1,0,"texas",1.6,68,185
"Edwin Freeman","LB","FR",10.5,3,0,0,0,1,0,"texas",1.4,73,236
"Antwuan Davis","CB","SO",7,0,0,0,1,0,0,"texas",0.9,71,194
"Quin Blanding","FS","SO",91.5,1,0,1,3,1,0,"virginia",14.9,74,205
"Micah Kiser","ILB","SO",90.5,13,7.5,0,2,3,1,"virginia",14.7,74,240
"Kelvin Rainey","SS","JR",55,3,0,0,3,0,0,"virginia",8.9,73,195
"Zach Bradshaw","OLB","JR",38.5,3.5,1.5,0,0,1,0,"virginia",6.3,75,235
"David Dean","DT","SR",34.5,8,3.5,0,3,1,0,"virginia",5.6,73,290
"Maurice Canady","CB","SR",34.5,3,0,0,6,1,0,"virginia",5.6,74,195
"Mike Moore","DE","SR",34,12.5,7,0,3,3,0,"virginia",5.5,76,265
"Tim Harris","CB","JR",30,3,0,1,6,0,0,"virginia",4.9,74,200
"Demetrious Nicholson","CB","SR",29.5,2.5,0,0,4,1,0,"virginia",4.8,71,180
"Wilfred Wahee","SS","JR",29.5,1,0,0,4,0,2,"virginia",4.8,70,200
"Trent Corney","DE","SR",27.5,9,2,0,0,1,0,"virginia",4.5,75,255
"Kwontie Moore","DE","SR",22.5,6,2,0,0,2,1,"virginia",3.7,74,280
"Darious Latimore","CB","FR",13,0,0,2,4,1,0,"virginia",2.1,72,165
"Mark Hall","OLB","JR",10,0,0,0,0,0,0,"virginia",1.6,74,245
"Chris Peace","DE","FR",9.5,1,0,0,0,0,0,"virginia",1.5,73,240
"Donte Wilkins","DT","JR",8.5,1.5,0.5,0,0,0,0,"virginia",1.4,73,290
"LaChaston Smith","TB","JR",5.5,0,0,0,0,0,0,"virginia",0.9,72,235
"Vincent Croce","FB","SR",5,0,0,0,0,0,0,"virginia",0.8,76,260
"Andrew Brown","DT","SO",4.5,2.5,1,0,2,0,0,"virginia",0.7,76,280
"T.J. Thorpe","WR","SR",4,0,0,0,0,0,0,"virginia",0.6,72,200
"Andre Miles-Redmond","DT","JR",3.5,1.5,0,0,0,0,0,"virginia",0.6,76,280
"Mason Thomas","SS","SR",3.5,0,0,0,0,0,0,"virginia",0.6,72,205
"Daniel Hamm","TB","SO",3.5,0,0,0,0,0,0,"virginia",0.6,70,200
"Albert Reid","TB","JR",3,0,0,0,0,0,0,"virginia",0.5,69,210
"Doni Dowling","WR","SO",3,0,0,0,0,0,0,"virginia",0.5,73,215
"Eric Wilson","LB","JR",78.5,3.5,0,0,2,1,1,"cincinnati",10.9,74,219
"Zach Edwards","S","JR",78,4.5,0,3,8,1,0,"cincinnati",10.9,73,200
"Bryce Jenkinson","LB","FR",44.5,3,1,1,1,1,0,"cincinnati",6.2,73,235
"Kevin Brown","LB","SR",42,1,0,1,2,0,0,"cincinnati",5.9,73,226
"Tyrell Gilbert","S","FR",36.5,1,0,1,6,0,0,"cincinnati",5.1,73,195
"Leviticus Payne","CB","SR",35.5,3.5,0,0,3,1,1,"cincinnati",5,70,192
"Silverberry Mouhon","DL","SR",32.5,8,4.5,0,0,0,0,"cincinnati",4.5,75,255
"Linden Stephens","CB","SO",31,1,0,2,1,1,0,"cincinnati",4.3,72,180
"Carter Jacobs","S","SO",27,0,0,0,0,1,0,"cincinnati",3.8,73,196
"Jaylyin Minor","LB","SO",26.5,2.5,0,0,1,0,0,"cincinnati",3.7,73,241
"Mike Tyson","S","JR",26.5,2,0,0,4,0,0,"cincinnati",3.7,74,206
"Alex Pace","DT","JR",21.5,4.5,0,0,1,1,0,"cincinnati",3,74,295
"Cortez Broughton","DT","FR",20,1.5,0,0,2,0,0,"cincinnati",2.8,74,297
"Malik Clements","S","FR",17,0.5,0,0,0,0,1,"cincinnati",2.4,72,193
"Alex Thomas","CB","FR",16.5,1,0,0,1,0,0,"cincinnati",2.3,73,170
"Mark Wilson","DE","SO",16,5.5,2,0,0,0,0,"cincinnati",2.2,75,246
"Andre Jones","S","JR",15.5,1,0,1,1,0,0,"cincinnati",2.2,73,210
"Kevin Mouhon","LB","FR",15,0.5,0,0,0,0,0,"cincinnati",2.1,73,242
"Sione Tongamoa","DT","JR",14.5,3.5,3,0,0,0,0,"cincinnati",2,73,287
"Chris Burton","DT","SO",14,2,0.5,0,0,0,0,"cincinnati",2,74,290
"JJ Pinckney","CB","FR",13,0,0,0,4,0,0,"cincinnati",1.8,75,188
"Kimoni Fitz","DE","FR",11.5,1.5,0,0,0,0,0,"cincinnati",1.6,75,243
"Marquise Copeland","DE","FR",10.5,1,0,0,0,0,0,"cincinnati",1.5,75,260
"Jarred Evans","CB","SR",8,0,0,0,2,0,0,"cincinnati",1.1,73,190
"Grant Coleman","CB","JR",7.5,2,0,0,2,0,0,"cincinnati",1,72,171
"Dwayne Norman","LB","SR",88.5,8.5,1,1,4,2,0,"duke",11.8,73,215
"Jeremy Cash","S","SR",79,18,2.5,0,4,3,0,"duke",10.5,74,210
"DeVon Edwards","S","JR",75.5,2,1,1,6,0,0,"duke",10.1,69,180
"Deondre Singleton","S","JR",61.5,6,0,0,4,2,0,"duke",8.2,71,180
"Breon Borders","CB","JR",47.5,4,1,3,9,0,0,"duke",6.3,72,175
"Tinashe Bere","LB","FR",41.5,4.5,1.5,0,0,1,0,"duke",5.5,73,230
"A.J. Wolf","DT","JR",37.5,4,0.5,0,0,0,0,"duke",5,76,270
"Carlos Wray","DT","SR",33,4.5,2,0,2,0,0,"duke",4.4,74,290
"Alonzo Saxton II","CB","SO",31,2,0,1,2,1,0,"duke",4.1,71,180
"Deion Williams","DE","SR",27,3.5,1,0,0,0,0,"duke",3.6,72,230
"Kyler Brown","DE","SR",25.5,2,0,0,1,0,0,"duke",3.4,76,235
"Zavier Carmichael","LB","SO",24,2.5,1,1,2,1,0,"duke",3.2,72,220
"Ben Humphreys","LB","FR",21,2,1,0,0,1,0,"duke",2.8,74,210
"Mike Ramsay","DT","SO",20,4.5,1,0,0,0,0,"duke",2.7,74,295
"Brandon Boyce","DT","FR",17.5,4,1,0,0,1,0,"duke",2.3,72,255
"Phillip Carter","S","SO",15,2,0,1,1,0,0,"duke",2,73,195
"Jeremy McDuffie","CB","FR",14.5,0,0,1,0,0,0,"duke",1.9,71,170
"Quaven Ferguson","DT","FR",13,2.5,0,0,0,0,0,"duke",1.7,74,305
"Corbin McCarthy","S","JR",11.5,1,0,1,1,0,0,"duke",1.5,70,200
"Britton Grier","DE","SR",10,2,1,0,0,0,0,"duke",1.3,73,245
"Marquies Price","DE","FR",9,3.5,1.5,0,0,0,0,"duke",1.2,78,240
"Shaquille Powell","RB","SR",5.5,0,0,0,0,1,0,"duke",0.7,70,205
"Zach Boden","RB","JR",5,0,0,0,0,0,0,"duke",0.7,70,200
"Edgar Cerenord","DT","FR",4.5,0,0,0,0,0,0,"duke",0.6,73,300
"Evrett Edwards","S","SO",4.5,0,0,0,0,0,0,"duke",0.6,71,190
"Zeek Bigger","ILB","SR",75.5,6.5,1.5,0,1,0,0,"east-carolina",10.8,74,216
"Jordan Williams","ILB","SO",63.5,6,2,1,0,1,0,"east-carolina",9.1,72,230
"Montese Overton","OLB","SR",55,10,7.5,0,7,0,0,"east-carolina",7.9,75,221
"Travon Simmons","DB","SO",38,1,0,0,9,0,0,"east-carolina",5.5,70,185
"Josh Hawkins","DB","SR",35,0,0,2,4,0,0,"east-carolina",5,70,185
"Fred Presley","DL","JR",34,4,0,0,0,2,0,"east-carolina",4.9,75,271
"Terrell Stanley","DL","SR",31.5,6.5,3,0,1,1,0,"east-carolina",4.5,74,268
"Demetri McGill","DL","JR",28.5,5.5,2.5,0,0,0,0,"east-carolina",4.1,73,314
"DaShaun Amos","DB","JR",28.5,1,0,0,5,0,0,"east-carolina",4.1,73,189
"Joe Allely","OLB","SO",26,2,1.5,0,1,1,0,"east-carolina",3.7,73,230
