"Name","Pos","Year","Tackles","TFL","Sacks","Int","PBU","FF","FR","College","teamTacklePerc","Height","Weight"
"Ufomba Kamalu","DL","SR",34.5,4,1,0,0,1,1,"miami-fl",5,78,297
"Artie Burns","DB","JR",31,0.5,0,6,5,0,0,"miami-fl",4.5,72,197
"Raphael Kirby","LB","SR",30.5,1.5,0,0,0,0,0,"miami-fl",4.4,73,238
"Dallas Crawford","DB","SR",30,2,0,0,0,0,1,"miami-fl",4.4,70,200
"Tracy Howard","DB","SR",27,0,0,0,4,0,0,"miami-fl",3.9,71,192
"Tyriq McCord","LB","SR",26,7.5,3.5,0,1,1,0,"miami-fl",3.8,75,241
"Jaquan Johnson","DB","FR",21.5,0,0,1,0,1,0,"miami-fl",3.1,70,190
"Calvin Heurtelou","DL","SR",20.5,3,0.5,0,0,0,0,"miami-fl",3,75,315
"Courtel Jenkins","DL","SO",19,3,1.5,0,0,1,0,"miami-fl",2.8,73,311
"Kendrick Norton","DL","FR",14.5,1.5,1,0,0,0,0,"miami-fl",2.1,75,318
"Chad Thomas","DL","SO",12.5,1.5,1,0,4,1,0,"miami-fl",1.8,77,275
"Sheldrick Redwine","DB","FR",10.5,0,0,0,0,0,0,"miami-fl",1.5,73,196
"Anthony Moten","DL","SO",10,2,1.5,0,0,0,0,"miami-fl",1.5,76,299
"Demetrius Jackson","DL","FR",8,2.5,0.5,0,0,0,0,"miami-fl",1.2,77,248
"Marques Gayot","LB","SO",6,2.5,1.5,0,0,0,0,"miami-fl",0.9,73,222
"Braxton Berrios","WR","SO",6,0,0,0,0,0,0,"miami-fl",0.9,69,180
"Mike Smith","LB","FR",5.5,0,0,0,0,1,0,"miami-fl",0.8,73,224
"Roland Ladipo","DB","JR",65.5,4.5,1,3,17,1,0,"air-force",10,70,185
"Weston Steelhammer","DB","JR",63,10.5,1,5,7,0,0,"air-force",9.6,74,200
"Alex Hansen","DL","SR",53,15.5,7.5,0,3,1,0,"air-force",8.1,75,260
"Brodie Hicks","DB","JR",52.5,1,0,2,2,0,0,"air-force",8,74,200
"Grant Ross","LB","SO",45.5,5,1.5,0,0,1,0,"air-force",7,72,220
"Claude Alexander III","LB","JR",45,10.5,4,0,0,0,0,"air-force",6.9,73,225
"D.J. Dunn, Jr.","LB","JR",38.5,12.5,6,0,2,0,0,"air-force",5.9,75,240
"Jesse Washington","DB","JR",33.5,2,1,0,5,1,0,"air-force",5.1,72,185
"Patrick Healy","LB","JR",29.5,1.5,1,0,0,0,0,"air-force",4.5,73,225
"Lochlin Deeks","DL","JR",23,5.5,1,0,0,0,0,"air-force",3.5,76,265
"Connor Healy","LB","SR",23,1.5,1.5,0,1,0,0,"air-force",3.5,72,225
"Jack Flor","LB","SO",23,0,0,0,0,0,0,"air-force",3.5,74,225
"Jacob Onyechi","LB","JR",21.5,4,0,0,2,0,0,"air-force",3.3,73,195
"Ryan Watson","LB","JR",17.5,4.5,3,0,0,1,0,"air-force",2.7,75,230
"Hayes Linn","DB","JR",16.5,0,0,0,2,0,0,"air-force",2.5,72,185
"Dexter Walker","LB","SR",15.5,2,0,0,1,0,0,"air-force",2.4,72,210
"Santo Coppola","DL","SO",13,4,1,0,0,0,0,"air-force",2,76,285
"Kalon Baker","DB","SR",12.5,0,0,1,1,0,0,"air-force",1.9,72,190
"Samuel Byers","DL","JR",10,3,2,0,0,0,0,"air-force",1.5,77,275
"David Harris","DL","JR",8,2.5,2,0,1,0,0,"air-force",1.2,72,269
"Marquis Griffin","DB","SO",6.5,0,0,0,0,0,0,"air-force",1,71,185
"Jalen Lacy","DL","JR",4.5,1,0.5,0,0,0,0,"air-force",0.7,76,250
"Tyler Weaver","DB","JR",4,0,0,0,0,0,0,"air-force",0.6,73,210
"Timothy McVey","RB","SO",3.5,0,0,0,0,0,0,"air-force",0.5,69,190
"Karson Roberts","QB","SR",3,0,0,0,0,0,0,"air-force",0.5,72,195
"Asantay Brown","S","SO",79.5,3,1,2,5,2,0,"western-michigan",12.2,72,198
"Caleb Bailey","LB","SO",60,12,0,0,0,0,0,"western-michigan",9.2,72,236
"Rontavious Atkins","SS","SR",58.5,2,0,1,9,0,0,"western-michigan",9,72,207
"Austin Lewis","LB","JR",49.5,5.5,0,0,3,0,0,"western-michigan",7.6,75,230
"Ronald Zamort","CB","SR",48.5,0,0,1,18,0,0,"western-michigan",7.4,70,174
"Darius Phillips","CB","SO",42,4.5,0.5,5,16,2,1,"western-michigan",6.4,70,184
"Grant DePalma","LB","SR",35,3,1.5,0,1,0,0,"western-michigan",5.4,69,218
"Keion Adams","DE","JR",33.5,10,5.5,0,0,1,0,"western-michigan",5.1,74,261
"Robert Spillane","LB","SO",33,5.5,1.5,0,2,1,0,"western-michigan",5.1,74,235
"Jarrell McKinney","DE","SR",26.5,2.5,1,0,0,1,0,"western-michigan",4.1,76,241
"Cleveland Smith","DL","SR",22,9,2.5,0,0,0,0,"western-michigan",3.4,73,262
"Jason Sylva","LB","JR",18.5,1,0,0,1,1,0,"western-michigan",2.8,74,230
"Nathan Braster","DL","SO",16,3.5,1.5,0,1,0,0,"western-michigan",2.5,77,258
"Sam Beal","DB","FR",13.5,0,0,0,1,0,0,"western-michigan",2.1,74,195
"Andre Turner","DE","SO",12.5,2.5,1,0,0,0,0,"western-michigan",1.9,76,250
"David Curle","DL","JR",12.5,2,1,0,1,1,0,"western-michigan",1.9,74,291
"Eric Assuoa","DL","FR",10,0,0,0,1,0,0,"western-michigan",1.5,74,230
"Trevor Sweeney","RB","JR",9,0,0,0,0,2,0,"western-michigan",1.4,68,175
"Jeremiah Mullinax","TE","SO",8.5,0,0,0,0,0,0,"western-michigan",1.3,77,245
"Austin Guido","RB","JR",7,0,0,0,0,0,0,"western-michigan",1.1,71,202
"Kasey Carson","LB","FR",6.5,1,0,0,0,0,0,"western-michigan",1,71,198
"Michael Henry","WR","JR",6.5,0,0,0,0,1,0,"western-michigan",1,71,186
"Edward Rolle","LB","JR",6,0,0,0,0,0,0,"western-michigan",0.9,74,204
"Jamar Simpkins","DL","JR",5.5,1,0,0,0,0,0,"western-michigan",0.8,74,279
"Lucas Cherocci","LB","SO",5,2,0,0,0,0,0,"western-michigan",0.8,71,216
"Beau Fitte","LB","SR",81.5,6,0,2,1,1,0,"louisiana-tech",11.3,72,218
"Nick Thomason","LB","SR",62,12.5,0.5,1,2,1,0,"louisiana-tech",8.6,73,243
"Kentrell Brice","S","SR",53,3,1,1,8,0,0,"louisiana-tech",7.4,71,197
"C.J. Cleveland","LB","SR",49,1.5,0,0,3,2,0,"louisiana-tech",6.8,73,215
"Bryson Abraham","CB","SR",48.5,2,1,3,16,2,1,"louisiana-tech",6.7,69,182
"Xavier Woods","S","JR",46.5,7.5,0,3,3,2,0,"louisiana-tech",6.5,71,203
"Adairius Barnes","CB","SR",44.5,1.5,0,1,11,1,0,"louisiana-tech",6.2,71,189
"Vontarrius Dora","DE","SR",39.5,9.5,6,0,1,2,0,"louisiana-tech",5.5,76,262
"Vernon Butler","DT","SR",39,10,3,0,2,0,0,"louisiana-tech",5.4,75,316
"Jaylon Ferguson","DE","FR",28.5,15,6,0,1,2,0,"louisiana-tech",4,77,256
"Lloyd Grogan","S","JR",24.5,0.5,0,1,3,0,0,"louisiana-tech",3.4,73,212
"Aaron Brown","DL","JR",19.5,4.5,0,0,0,0,0,"louisiana-tech",2.7,73,270
"Russell Farris","LB","SO",19,1.5,1,0,0,0,0,"louisiana-tech",2.6,71,217
"Secdrick Cooper","S","SO",17.5,1.5,0.5,0,2,0,0,"louisiana-tech",2.4,72,205
"Deldrick Canty","DE","SO",15.5,4,1,0,0,0,0,"louisiana-tech",2.2,74,266
"Aaron Roberson","CB","FR",13,0,0,1,1,0,0,"louisiana-tech",1.8,69,196
"Brandon Durman","LB","FR",9,0,0,0,0,0,0,"louisiana-tech",1.3,74,226
"Dae'Von Washington","LB","FR",8.5,0,0,0,0,0,0,"louisiana-tech",1.2,70,220
"Tyler Porter","DT","SR",8,3.5,1.5,0,0,0,0,"louisiana-tech",1.1,71,354
"Trey Spencer","CB","FR",8,0,0,0,1,0,0,"louisiana-tech",1.1,71,171
"Matthew Ydarraga","DE","FR",6.5,2,0.5,0,0,0,0,"louisiana-tech",0.9,75,238
"Frasier Hogan","LB","SO",6.5,1.5,0,0,0,0,0,"louisiana-tech",0.9,70,216
"Theron Williams","S","FR",6.5,0,0,0,0,0,0,"louisiana-tech",0.9,70,186
"Elliot Blankenship","DB","SO",6.5,0,0,0,0,0,0,"louisiana-tech",0.9,72,202
"Michael Mims","LB","SO",5.5,0,0,0,0,0,0,"louisiana-tech",0.8,71,211
"Leonard Pegues","LB","SR",62.5,7,1,1,0,1,1,"memphis",8.5,71,240
"Shareef White","LB","SO",57,7,1,0,0,1,0,"memphis",7.8,73,235
"Wynton McManis","LB","SR",57,5.5,2.5,0,0,0,0,"memphis",7.8,73,225
"Reggis Ball","DB","SR",50.5,2.5,0,5,5,0,1,"memphis",6.9,71,210
"Genard Avery","LB","SO",47.5,6.5,3,0,0,0,0,"memphis",6.5,73,255
"Dontrell Nelson","DB","JR",44.5,1,1,2,1,0,0,"memphis",6.1,73,180
"Chris Morley","DB","JR",41.5,1,0,1,4,0,0,"memphis",5.6,71,195
"Chauncey Lanier","DB","JR",36.5,2,1,0,5,1,0,"memphis",5,70,185
"Arthur Maulet","DB","JR",36.5,0,0,2,7,0,1,"memphis",5,71,190
"Jackson Dillon","LB","JR",30.5,6,0,0,0,0,1,"memphis",4.1,78,245
"Donald Pennington","DL","JR",30,5,2,0,1,1,0,"memphis",4.1,74,295
"Dion Witty","DB","SR",28.5,1.5,0,1,5,1,0,"memphis",3.9,70,190
"DeMarco Montgomery","DE","JR",23,5.5,2,0,0,0,1,"memphis",3.1,75,245
"DaShaughn Terry","DB","JR",21.5,0,0,0,2,0,0,"memphis",2.9,72,190
"Noah Robinson","LB","SO",20.5,0,0,0,3,1,0,"memphis",2.8,76,225
"Christian Johnson","DE","SO",20,6.5,4,0,1,0,0,"memphis",2.7,77,255
"Ricky Hunter","DL","SR",20,3.5,2,0,1,1,0,"memphis",2.7,75,290
"Michael Edwards","DL","JR",15,2,0.5,0,0,1,0,"memphis",2,74,295
"Ernest Suttles","DL","SO",14,2.5,1,0,0,0,0,"memphis",1.9,77,265
"Curtis Akins","LB","FR",12,0,0,0,1,0,0,"memphis",1.6,74,230
"Latarius Brady","DE","JR",10.5,2,1,0,0,1,0,"memphis",1.4,74,280
"Jared Gentry","DL","FR",7.5,0,0,0,0,0,0,"memphis",1,74,325
"Jamil Collins","DB","SO",6.5,0,0,0,0,0,0,"memphis",0.9,71,170
"Phillip Sumpter","DB","SO",6,3,2,0,0,0,0,"memphis",0.8,71,200
"Ty Northern","DB","JR",4.5,0,0,0,0,0,0,"memphis",0.6,73,190
"Anthony Walker","LB","SO",91.5,20.5,4,1,4,1,2,"northwestern",13.2,73,235
"Godwin Igwebuike","S","SO",69,4.5,0,0,5,1,0,"northwestern",10,72,200
"Traveon Henry","S","SR",61,3,1,2,4,0,0,"northwestern",8.8,73,215
"Drew Smith","LB","SR",47,10.5,2,0,1,1,0,"northwestern",6.8,73,230
"Dean Lowry","DL","SR",41.5,13.5,3,1,6,0,1,"northwestern",6,78,290
"Nate Hall","LB","FR",41.5,2.5,0,0,2,0,0,"northwestern",6,74,230
"Matthew Harris","CB","JR",39,1,0,4,13,1,0,"northwestern",5.6,71,180
"Jaylen Prater","LB","JR",35.5,1,1,0,1,0,0,"northwestern",5.1,72,230
"Keith Watkins II","CB","SO",35,1,0,0,6,0,0,"northwestern",5.1,71,180
"Nick VanHoose","CB","SR",34.5,1,0,3,12,1,0,"northwestern",5,72,190
"Deonte Gibson","DL","SR",29,12.5,9,0,0,0,0,"northwestern",4.2,75,265
"Tyler Lancaster","DL","SO",25.5,5.5,1.5,0,2,2,0,"northwestern",3.7,75,300
"Joseph Jones","LB","JR",16,2,1,0,0,0,0,"northwestern",2.3,73,225
"Ifeadi Odenigbo","DL","JR",15.5,5,5,0,0,0,0,"northwestern",2.2,75,250
"Xavier Washington","DL","SO",12,3.5,1,0,1,0,0,"northwestern",1.7,73,235
"Jordan Thompson","DL","FR",11,0.5,0,0,1,0,0,"northwestern",1.6,75,275
"C.J. Robbins","DL","SR",11,0,0,0,1,0,0,"northwestern",1.6,77,300
"Marcus McShepard","CB","SO",11,0,0,0,0,0,0,"northwestern",1.6,71,200
"Greg Kuhar","DL","JR",8,0,0,0,1,0,0,"northwestern",1.2,75,305
"Cameron Queiro","LB","FR",6.5,1,0,0,0,0,0,"northwestern",0.9,73,225
"Terrance Brown","S","JR",6.5,0,0,0,0,0,0,"northwestern",0.9,73,210
"Kyle Queiro","S","SO",6.5,0,0,1,0,0,0,"northwestern",0.9,75,200
"Jared McGee","S","FR",4,0,0,0,0,0,0,"northwestern",0.6,73,215
"Warren Long","RB","JR",3.5,0,0,0,0,1,0,"northwestern",0.5,72,210
"Montre Hartage","DB","FR",3.5,0,0,0,0,0,0,"northwestern",0.5,72,180
"Salamo Fiso","LB","JR",88.5,20,4.5,1,2,0,0,"arizona-state",13,72,230
"Jordan Simone","DB","SR",82.5,9,4,2,4,0,0,"arizona-state",12.1,72,195
"Christian Sam","LB","SO",82.5,6.5,3,1,2,2,0,"arizona-state",12.1,73,240
"Antonio Longino","LB","SR",57,22.5,11,0,2,2,0,"arizona-state",8.3,74,230
"Lloyd Carrington","CB","SR",49.5,2,1,1,6,0,0,"arizona-state",7.2,72,195
"Viliami Laiu Moeakiola","LB","JR",42,6.5,2,1,5,0,1,"arizona-state",6.1,73,215
"Kweishi Brown","DB","SR",40,1,0,2,10,0,0,"arizona-state",5.9,72,210
"Kareem Orr","DB","FR",34.5,1.5,0,6,2,1,0,"arizona-state",5.1,71,195
"Tashon Smallwood","DL","SO",34,8.5,2,0,1,0,0,"arizona-state",5,73,280
"DJ Calhoun","LB","SO",22,7.5,6.5,0,1,0,0,"arizona-state",3.2,72,225
"Solomon Means","DB","SR",20.5,1,0,0,3,0,0,"arizona-state",3,73,181
"Chad Adams","DB","SO",19,1,1,0,1,0,0,"arizona-state",2.8,70,185
"JoJo Wicker","DL","FR",17,7.5,4,0,0,2,0,"arizona-state",2.5,75,275
"Ismael Murphy-Richardson","LB","FR",13.5,2.5,2.5,0,1,0,0,"arizona-state",2,76,230
"Demetrius Cherry","DL","SR",13,3.5,0.5,0,2,0,1,"arizona-state",1.9,78,300
"Armand Perry","DB","SO",12.5,0.5,0,0,0,0,0,"arizona-state",1.8,73,200
"Viliami Ami Latu","LB","JR",11.5,7,3.5,0,0,1,0,"arizona-state",1.7,74,290
"James Johnson","S","SO",9.5,0.5,0.5,0,1,1,0,"arizona-state",1.4,73,200
"Marcus Ball","S","SO",7.5,1,0,1,0,0,0,"arizona-state",1.1,74,225
"Edmond Boateng","DL","JR",4.5,0.5,0,0,0,0,0,"arizona-state",0.7,76,265
"Dasmond Tautalatasi","DB","FR",4,0,0,0,0,0,0,"arizona-state",0.6,72,194
"Mitchell Fraboni","LS","SO",3.5,0,0,0,0,0,0,"arizona-state",0.5,74,217
"Tim White","WR","JR",3.5,0,0,0,0,0,0,"arizona-state",0.5,71,185
"Jay Jay Wilson","LB","FR",3,0,0,0,0,0,0,"arizona-state",0.4,75,250
"Zane Gonzalez","PK","JR",2,0,0,0,0,0,0,"arizona-state",0.3,73,190
"D'Nerius Antoine","LB","JR",89,7.5,1.5,2,5,4,0,"southern-miss",11.5,72,215
"Brian Anderson","LB","SR",62.5,13.5,4,0,2,1,0,"southern-miss",8,70,240
"Kalan Reed","DB","SR",53,4,0,4,17,2,1,"southern-miss",6.8,71,195
"Picasso Nelson Jr.","DB","SO",50.5,5,0,0,5,1,0,"southern-miss",6.5,70,195
"Cornell Armstrong","DB","SO",42,1,0,2,10,0,0,"southern-miss",5.4,71,180
"Elijah Parker","LB","JR",38.5,7.5,1,0,3,3,0,"southern-miss",5,74,220
"Dylan Bradley","DL","JR",37,12.5,6.5,0,2,0,0,"southern-miss",4.8,73,265
"Devonta Foster","DB","JR",32,0,0,1,2,2,0,"southern-miss",4.1,72,190
"Terrick Wright","LB","SR",30,2.5,0,1,0,1,1,"southern-miss",3.9,74,225
"Anthony Swain","LB","SR",27.5,2.5,0,0,0,0,0,"southern-miss",3.5,74,250
"Curtis Mikell","DB","SO",26,1,0,0,0,0,0,"southern-miss",3.3,68,170
"Trae Collins","DB","SO",25.5,0,0,0,2,1,0,"southern-miss",3.3,71,184
"Andrew Bolton","DL","SR",24.5,3,0,0,2,0,0,"southern-miss",3.2,75,304
"Darian Yancey","LB","FR",23.5,6,1.5,1,0,0,0,"southern-miss",3,73,250
"Xavier Thigpen","DL","SO",19.5,4.5,4.5,0,2,0,0,"southern-miss",2.5,77,240
"Michael Smith","DL","SR",19,4.5,4,0,1,0,0,"southern-miss",2.4,76,285
